,Quarter,Region,State,Purpose,Trips
19234,01/04/1999,South Coast,New South Wales,Holiday,510.3801285
19235,01/07/1999,South Coast,New South Wales,Holiday,306.6978303
19236,01/10/1999,South Coast,New South Wales,Holiday,484.9810625
19237,01/01/2000,South Coast,New South Wales,Holiday,787.1963074
19238,01/04/2000,South Coast,New South Wales,Holiday,490.4049447
19239,01/07/2000,South Coast,New South Wales,Holiday,296.245351
19240,01/10/2000,South Coast,New South Wales,Holiday,459.0654494
19241,01/01/2001,South Coast,New South Wales,Holiday,761.9572462
19242,01/04/2001,South Coast,New South Wales,Holiday,544.7801978
19243,01/07/2001,South Coast,New South Wales,Holiday,345.8782459
19244,01/10/2001,South Coast,New South Wales,Holiday,497.7888203
19245,01/01/2002,South Coast,New South Wales,Holiday,762.8104925
19246,01/04/2002,South Coast,New South Wales,Holiday,505.8831698
19247,01/07/2002,South Coast,New South Wales,Holiday,302.1897903
19248,01/10/2002,South Coast,New South Wales,Holiday,569.6413307
19249,01/01/2003,South Coast,New South Wales,Holiday,774.745488
19250,01/04/2003,South Coast,New South Wales,Holiday,428.7199464
19251,01/07/2003,South Coast,New South Wales,Holiday,312.9328526
19252,01/10/2003,South Coast,New South Wales,Holiday,510.502469
19253,01/01/2004,South Coast,New South Wales,Holiday,782.4426906
19254,01/04/2004,South Coast,New South Wales,Holiday,400.2014414
19255,01/07/2004,South Coast,New South Wales,Holiday,322.2861675
19256,01/10/2004,South Coast,New South Wales,Holiday,443.3817244
19257,01/01/2005,South Coast,New South Wales,Holiday,790.7351067
19258,01/04/2005,South Coast,New South Wales,Holiday,361.2735428
19259,01/07/2005,South Coast,New South Wales,Holiday,332.5673237
19260,01/10/2005,South Coast,New South Wales,Holiday,364.2207078
19261,01/01/2006,South Coast,New South Wales,Holiday,809.661634
19262,01/04/2006,South Coast,New South Wales,Holiday,403.088382
19263,01/07/2006,South Coast,New South Wales,Holiday,291.693433
19264,01/10/2006,South Coast,New South Wales,Holiday,491.632052
19265,01/01/2007,South Coast,New South Wales,Holiday,632.0333474
19266,01/04/2007,South Coast,New South Wales,Holiday,423.9450199
19267,01/07/2007,South Coast,New South Wales,Holiday,281.4530878
19268,01/10/2007,South Coast,New South Wales,Holiday,416.1165354
19269,01/01/2008,South Coast,New South Wales,Holiday,810.5824147
19270,01/04/2008,South Coast,New South Wales,Holiday,430.6915946
19271,01/07/2008,South Coast,New South Wales,Holiday,309.0089788
19272,01/10/2008,South Coast,New South Wales,Holiday,424.3524923
19273,01/01/2009,South Coast,New South Wales,Holiday,696.5601873
19274,01/04/2009,South Coast,New South Wales,Holiday,411.5542363
19275,01/07/2009,South Coast,New South Wales,Holiday,285.2257641
19276,01/10/2009,South Coast,New South Wales,Holiday,475.0544932
19277,01/01/2010,South Coast,New South Wales,Holiday,722.3480043
19278,01/04/2010,South Coast,New South Wales,Holiday,342.0082469
19279,01/07/2010,South Coast,New South Wales,Holiday,268.1613538
19280,01/10/2010,South Coast,New South Wales,Holiday,356.3240307
19281,01/01/2011,South Coast,New South Wales,Holiday,741.4488316
19282,01/04/2011,South Coast,New South Wales,Holiday,407.8627148
19283,01/07/2011,South Coast,New South Wales,Holiday,332.4506336
19284,01/10/2011,South Coast,New South Wales,Holiday,364.1829506
19285,01/01/2012,South Coast,New South Wales,Holiday,620.2290015
19286,01/04/2012,South Coast,New South Wales,Holiday,407.7063288
19287,01/07/2012,South Coast,New South Wales,Holiday,291.6308224
19288,01/10/2012,South Coast,New South Wales,Holiday,462.7819767
19289,01/01/2013,South Coast,New South Wales,Holiday,750.0123209
19290,01/04/2013,South Coast,New South Wales,Holiday,437.9089887
19291,01/07/2013,South Coast,New South Wales,Holiday,388.0941912
19292,01/10/2013,South Coast,New South Wales,Holiday,479.845542
19293,01/01/2014,South Coast,New South Wales,Holiday,587.922497
19294,01/04/2014,South Coast,New South Wales,Holiday,421.8330579
19295,01/07/2014,South Coast,New South Wales,Holiday,299.9363209
19296,01/10/2014,South Coast,New South Wales,Holiday,501.5359693
19297,01/01/2015,South Coast,New South Wales,Holiday,731.1739079
19298,01/04/2015,South Coast,New South Wales,Holiday,467.9234574
19299,01/07/2015,South Coast,New South Wales,Holiday,298.033836
19300,01/10/2015,South Coast,New South Wales,Holiday,480.9365482
19301,01/01/2016,South Coast,New South Wales,Holiday,864.019147
19302,01/04/2016,South Coast,New South Wales,Holiday,412.4761092
19303,01/07/2016,South Coast,New South Wales,Holiday,347.0659785
19304,01/10/2016,South Coast,New South Wales,Holiday,484.7803768
19305,01/01/1998,South Coast,New South Wales,Other,4.6267086
19306,01/04/1998,South Coast,New South Wales,Other,12.8895823
19307,01/07/1998,South Coast,New South Wales,Other,34.5787744
19308,01/10/1998,South Coast,New South Wales,Other,7.7210429
19309,01/01/1999,South Coast,New South Wales,Other,15.5433072
19310,01/04/1999,South Coast,New South Wales,Other,23.2098286
19311,01/07/1999,South Coast,New South Wales,Other,15.4811713
19312,01/10/1999,South Coast,New South Wales,Other,23.8166221
19313,01/01/2000,South Coast,New South Wales,Other,11.7008613
19314,01/04/2000,South Coast,New South Wales,Other,22.7374365
19315,01/07/2000,South Coast,New South Wales,Other,5.6617599
19316,01/10/2000,South Coast,New South Wales,Other,17.9588132
19317,01/01/2001,South Coast,New South Wales,Other,25.8185346
19318,01/04/2001,South Coast,New South Wales,Other,31.7178963
19319,01/07/2001,South Coast,New South Wales,Other,19.439666
19320,01/10/2001,South Coast,New South Wales,Other,12.9003505
19321,01/01/2002,South Coast,New South Wales,Other,14.797419
19322,01/04/2002,South Coast,New South Wales,Other,20.6516041
19323,01/07/2002,South Coast,New South Wales,Other,11.0032523
19324,01/10/2002,South Coast,New South Wales,Other,12.0322073
19325,01/01/2003,South Coast,New South Wales,Other,3.3746645
19326,01/04/2003,South Coast,New South Wales,Other,7.7672944
19327,01/07/2003,South Coast,New South Wales,Other,30.7754902
19328,01/10/2003,South Coast,New South Wales,Other,29.0947794
19329,01/01/2004,South Coast,New South Wales,Other,13.5817889
19330,01/04/2004,South Coast,New South Wales,Other,29.3506601
19331,01/07/2004,South Coast,New South Wales,Other,15.2470876
19332,01/10/2004,South Coast,New South Wales,Other,11.9720786
19333,01/01/2005,South Coast,New South Wales,Other,12.8009715
19334,01/04/2005,South Coast,New South Wales,Other,47.4491399
19335,01/07/2005,South Coast,New South Wales,Other,23.5588182
19336,01/10/2005,South Coast,New South Wales,Other,26.226962
19337,01/01/2006,South Coast,New South Wales,Other,26.852479
19338,01/04/2006,South Coast,New South Wales,Other,8.705729
19339,01/07/2006,South Coast,New South Wales,Other,16.021215
19340,01/10/2006,South Coast,New South Wales,Other,15.236115
19341,01/01/2007,South Coast,New South Wales,Other,15.825563
19342,01/04/2007,South Coast,New South Wales,Other,26.2014315
19343,01/07/2007,South Coast,New South Wales,Other,15.2877529
19344,01/10/2007,South Coast,New South Wales,Other,18.9225021
19345,01/01/2008,South Coast,New South Wales,Other,10.6625487
19346,01/04/2008,South Coast,New South Wales,Other,10.9285384
19347,01/07/2008,South Coast,New South Wales,Other,12.2112901
19348,01/10/2008,South Coast,New South Wales,Other,9.041328
19349,01/01/2009,South Coast,New South Wales,Other,7.0507258
19350,01/04/2009,South Coast,New South Wales,Other,7.7301648
19351,01/07/2009,South Coast,New South Wales,Other,6.8949586
19352,01/10/2009,South Coast,New South Wales,Other,21.2561318
19353,01/01/2010,South Coast,New South Wales,Other,16.7193406
19354,01/04/2010,South Coast,New South Wales,Other,20.9189796
19355,01/07/2010,South Coast,New South Wales,Other,17.6613292
19356,01/10/2010,South Coast,New South Wales,Other,14.6950148
19357,01/01/2011,South Coast,New South Wales,Other,30.6501833
19358,01/04/2011,South Coast,New South Wales,Other,15.5386683
19359,01/07/2011,South Coast,New South Wales,Other,13.3079085
19360,01/10/2011,South Coast,New South Wales,Other,15.3724889
19361,01/01/2012,South Coast,New South Wales,Other,27.1955392
19362,01/04/2012,South Coast,New South Wales,Other,8.5301588
19363,01/07/2012,South Coast,New South Wales,Other,7.4706324
19364,01/10/2012,South Coast,New South Wales,Other,10.10595
19365,01/01/2013,South Coast,New South Wales,Other,11.88773
19366,01/04/2013,South Coast,New South Wales,Other,11.9269051
19367,01/07/2013,South Coast,New South Wales,Other,24.6190278
19368,01/10/2013,South Coast,New South Wales,Other,10.6536698
19369,01/01/2014,South Coast,New South Wales,Other,33.0780437
19370,01/04/2014,South Coast,New South Wales,Other,5.2780558
19371,01/07/2014,South Coast,New South Wales,Other,10.6637883
19372,01/10/2014,South Coast,New South Wales,Other,14.582212
19373,01/01/2015,South Coast,New South Wales,Other,17.2696685
19374,01/04/2015,South Coast,New South Wales,Other,26.2848664
19375,01/07/2015,South Coast,New South Wales,Other,20.1135312
19376,01/10/2015,South Coast,New South Wales,Other,53.7522614
19377,01/01/2016,South Coast,New South Wales,Other,43.3979794
19378,01/04/2016,South Coast,New South Wales,Other,19.5234529
19379,01/07/2016,South Coast,New South Wales,Other,25.1972921
19380,01/10/2016,South Coast,New South Wales,Other,44.0045338
19381,01/01/1998,South Coast,New South Wales,Visiting,280.8461174
19382,01/04/1998,South Coast,New South Wales,Visiting,219.5167625
19383,01/07/1998,South Coast,New South Wales,Visiting,185.4342812
19384,01/10/1998,South Coast,New South Wales,Visiting,234.6392089
19385,01/01/1999,South Coast,New South Wales,Visiting,267.4890295
19386,01/04/1999,South Coast,New South Wales,Visiting,232.6431361
19387,01/07/1999,South Coast,New South Wales,Visiting,165.64605
19388,01/10/1999,South Coast,New South Wales,Visiting,217.3189804
19389,01/01/2000,South Coast,New South Wales,Visiting,285.0429406
19390,01/04/2000,South Coast,New South Wales,Visiting,187.8558549
19391,01/07/2000,South Coast,New South Wales,Visiting,188.3161842
19392,01/10/2000,South Coast,New South Wales,Visiting,228.739112
19393,01/01/2001,South Coast,New South Wales,Visiting,231.6326373
19394,01/04/2001,South Coast,New South Wales,Visiting,308.5124543
19395,01/07/2001,South Coast,New South Wales,Visiting,167.7714136
19396,01/10/2001,South Coast,New South Wales,Visiting,233.5193372
19397,01/01/2002,South Coast,New South Wales,Visiting,249.6084899
19398,01/04/2002,South Coast,New South Wales,Visiting,259.0186676
19399,01/07/2002,South Coast,New South Wales,Visiting,269.4797
19400,01/10/2002,South Coast,New South Wales,Visiting,262.4645049
19401,01/01/2003,South Coast,New South Wales,Visiting,290.6859974
19402,01/04/2003,South Coast,New South Wales,Visiting,246.604179
19403,01/07/2003,South Coast,New South Wales,Visiting,252.9095711
19404,01/10/2003,South Coast,New South Wales,Visiting,266.089547
19405,01/01/2004,South Coast,New South Wales,Visiting,350.5147853
19406,01/04/2004,South Coast,New South Wales,Visiting,270.2438784
19407,01/07/2004,South Coast,New South Wales,Visiting,221.0398733
19408,01/10/2004,South Coast,New South Wales,Visiting,227.7315506
19409,01/01/2005,South Coast,New South Wales,Visiting,301.8841313
19410,01/04/2005,South Coast,New South Wales,Visiting,176.7050488
19411,01/07/2005,South Coast,New South Wales,Visiting,147.2371349
19412,01/10/2005,South Coast,New South Wales,Visiting,250.023619
19413,01/01/2006,South Coast,New South Wales,Visiting,308.187333
19414,01/04/2006,South Coast,New South Wales,Visiting,203.083095
19415,01/07/2006,South Coast,New South Wales,Visiting,169.146966
19416,01/10/2006,South Coast,New South Wales,Visiting,265.986736
19417,01/01/2007,South Coast,New South Wales,Visiting,242.2742188
19418,01/04/2007,South Coast,New South Wales,Visiting,209.2344357
19419,01/07/2007,South Coast,New South Wales,Visiting,179.3130244
19420,01/10/2007,South Coast,New South Wales,Visiting,221.7780684
19421,01/01/2008,South Coast,New South Wales,Visiting,314.8571686
19422,01/04/2008,South Coast,New South Wales,Visiting,212.4608073
19423,01/07/2008,South Coast,New South Wales,Visiting,197.1542558
19424,01/10/2008,South Coast,New South Wales,Visiting,242.814771
19425,01/01/2009,South Coast,New South Wales,Visiting,289.385043
19426,01/04/2009,South Coast,New South Wales,Visiting,213.5882794
19427,01/07/2009,South Coast,New South Wales,Visiting,128.7751758
19428,01/10/2009,South Coast,New South Wales,Visiting,208.0722135
19429,01/01/2010,South Coast,New South Wales,Visiting,244.6789535
19430,01/04/2010,South Coast,New South Wales,Visiting,159.0965394
19431,01/07/2010,South Coast,New South Wales,Visiting,205.8490624
19432,01/10/2010,South Coast,New South Wales,Visiting,199.9347354
19433,01/01/2011,South Coast,New South Wales,Visiting,226.1759997
19434,01/04/2011,South Coast,New South Wales,Visiting,232.3327855
19435,01/07/2011,South Coast,New South Wales,Visiting,210.6414507
19436,01/10/2011,South Coast,New South Wales,Visiting,228.2171855
19437,01/01/2012,South Coast,New South Wales,Visiting,339.8465896
19438,01/04/2012,South Coast,New South Wales,Visiting,235.6356929
19439,01/07/2012,South Coast,New South Wales,Visiting,177.0030087
19440,01/10/2012,South Coast,New South Wales,Visiting,249.2466177
19441,01/01/2013,South Coast,New South Wales,Visiting,261.7815829
19442,01/04/2013,South Coast,New South Wales,Visiting,207.6543091
19443,01/07/2013,South Coast,New South Wales,Visiting,182.4014999
19444,01/10/2013,South Coast,New South Wales,Visiting,289.1617607
19445,01/01/2014,South Coast,New South Wales,Visiting,361.352467
19446,01/04/2014,South Coast,New South Wales,Visiting,274.1416328
19447,01/07/2014,South Coast,New South Wales,Visiting,206.3457152
19448,01/10/2014,South Coast,New South Wales,Visiting,315.5034952
19449,01/01/2015,South Coast,New South Wales,Visiting,337.1030157
19450,01/04/2015,South Coast,New South Wales,Visiting,233.6067971
19451,01/07/2015,South Coast,New South Wales,Visiting,223.7993921
19452,01/10/2015,South Coast,New South Wales,Visiting,288.1671883
19453,01/01/2016,South Coast,New South Wales,Visiting,290.9644488
19454,01/04/2016,South Coast,New South Wales,Visiting,300.3848568
19455,01/07/2016,South Coast,New South Wales,Visiting,208.5450997
19456,01/10/2016,South Coast,New South Wales,Visiting,349.6913172
19457,01/01/1998,Spa Country,Victoria,Business,4.9638252
19458,01/04/1998,Spa Country,Victoria,Business,0
19459,01/07/1998,Spa Country,Victoria,Business,3.665516
19460,01/10/1998,Spa Country,Victoria,Business,0
19461,01/01/1999,Spa Country,Victoria,Business,4.7993575
19462,01/04/1999,Spa Country,Victoria,Business,2.3460104
19463,01/07/1999,Spa Country,Victoria,Business,3.2506585
19464,01/10/1999,Spa Country,Victoria,Business,2.0915779
19465,01/01/2000,Spa Country,Victoria,Business,7.7464326
19466,01/04/2000,Spa Country,Victoria,Business,6.1468027
19467,01/07/2000,Spa Country,Victoria,Business,4.4700575
19468,01/10/2000,Spa Country,Victoria,Business,0
19469,01/01/2001,Spa Country,Victoria,Business,8.7524263
19470,01/04/2001,Spa Country,Victoria,Business,0
19471,01/07/2001,Spa Country,Victoria,Business,0
19472,01/10/2001,Spa Country,Victoria,Business,3.2960315
19473,01/01/2002,Spa Country,Victoria,Business,3.0623712
19474,01/04/2002,Spa Country,Victoria,Business,0
19475,01/07/2002,Spa Country,Victoria,Business,2.46424
19476,01/10/2002,Spa Country,Victoria,Business,9.4228378
19477,01/01/2003,Spa Country,Victoria,Business,11.0636875
19478,01/04/2003,Spa Country,Victoria,Business,29.5338322
19479,01/07/2003,Spa Country,Victoria,Business,5.578921
19480,01/10/2003,Spa Country,Victoria,Business,2.6695959
19481,01/01/2004,Spa Country,Victoria,Business,2.2891827
19482,01/04/2004,Spa Country,Victoria,Business,1.3581504
19483,01/07/2004,Spa Country,Victoria,Business,8.0729638
19484,01/10/2004,Spa Country,Victoria,Business,9.7876395
19485,01/01/2005,Spa Country,Victoria,Business,8.2114076
19486,01/04/2005,Spa Country,Victoria,Business,4.3445787
19487,01/07/2005,Spa Country,Victoria,Business,3.977722
19488,01/10/2005,Spa Country,Victoria,Business,4.7271437
19489,01/01/2006,Spa Country,Victoria,Business,2.139783
19490,01/04/2006,Spa Country,Victoria,Business,2.080825
19491,01/07/2006,Spa Country,Victoria,Business,8.911613
19492,01/10/2006,Spa Country,Victoria,Business,1.00586
19493,01/01/2007,Spa Country,Victoria,Business,6.4490406
19494,01/04/2007,Spa Country,Victoria,Business,3.8822438
19495,01/07/2007,Spa Country,Victoria,Business,1.653255
19496,01/10/2007,Spa Country,Victoria,Business,2.2794096
19497,01/01/2008,Spa Country,Victoria,Business,0
19498,01/04/2008,Spa Country,Victoria,Business,2.6965591
19499,01/07/2008,Spa Country,Victoria,Business,2.6765625
19500,01/10/2008,Spa Country,Victoria,Business,1.5356866
19501,01/01/2009,Spa Country,Victoria,Business,1.8923626
19502,01/04/2009,Spa Country,Victoria,Business,2.1928864
19503,01/07/2009,Spa Country,Victoria,Business,4.0531369
19504,01/10/2009,Spa Country,Victoria,Business,2.2101515
19505,01/01/2010,Spa Country,Victoria,Business,0
19506,01/04/2010,Spa Country,Victoria,Business,0
19507,01/07/2010,Spa Country,Victoria,Business,3.4075959
19508,01/10/2010,Spa Country,Victoria,Business,4.7335261
19509,01/01/2011,Spa Country,Victoria,Business,7.308044
19510,01/04/2011,Spa Country,Victoria,Business,0
